Id,SalePrice
1716,155830.0498
1717,151122.3028
1718,112620.4336
1719,158634.7625
1720,207872.7923
1721,154410.2893
1722,89523.96285
1723,110001.4044
1724,177498.2363
1725,162410.9561
1726,129881.502
1727,140245.6343
1728,154226.6891
1729,126329.7141
1730,88149.15214
1731,85336.94936
1732,79747.62247
1733,73467.23325
1734,97237.28744
1735,74366.82153
1736,73865.12846
1737,232155.9381
1738,165232.7117
1739,180805.991
1740,163016.4637
1741,123002.9376
1742,123814.4398
1743,147542.6179
1744,211935.2114
1745,181124.8585
1746,165932.7906
1747,156982.8253
1748,136602.5733
1749,114686.0932
1750,113103.8094
1751,156502.7137
1752,71941.80455
1753,118318.5855
1754,170945.4096
1755,143569.7419
1756,54399.11166
1757,72720.56369
1758,68512.25097
1759,108196.2503
1760,107988.4181
1761,108053.8857
1762,102302.8184
1763,121457.318
1764,77821.8355
1765,138983.3683
1766,147714.0747
1767,155272.2524
1768,85339.21672
1769,162339.1
1770,121455.8755
1771,86642.91344
1772,93796.67763
1773,62146.01281
1774,137565.2695
1775,106300.8763
1776,74065.06813
1777,70176.64988
1778,78967.11356
1779,49214.57239
1780,136623.1309
1781,87228.69879
1782,16363.41458
1783,91302.50191
1784,28786.07713
1785,81919.28483
1786,90604.81229
1787,135292.3253
1788,-31077.95429
1789,75825.54052
1790,23826.74519
1791,165055.2488
1792,130246.3521
1793,114800.0383
1794,108531.3723
1795,109830.3273
1796,71135.05945
1797,102373.7076
1798,79148.5273
1799,66750.49788
1800,59269.03645
1801,65059.26764
1802,105115.9839
1803,111120.9944
1804,82890.02443
1805,105474.9699
1806,96733.97339
1807,128389.4361
1808,70282.69831
1809,70293.599
1810,80924.25752
1811,46621.10135
1812,65054.796
1813,76972.11771
1814,53062.54271
1815,-40465.85588
1816,63491.36706
1817,64694.21407
1818,117976.668
1819,85349.44235
1820,26962.65338
1821,100588.8636
1822,108258.0233
1823,-9040.777693
1824,103526.9674
1825,64934.70731
1826,55319.10339
1827,74966.64624
1828,91874.36046
1829,108323.6557
1830,129677.8601
1831,135144.3476
1832,86195.47883
1833,108954.4777
1834,81447.97307
1835,148780.52
1836,109621.4294
1837,37718.31768
1838,103280.0675
1839,31920.45109
1840,115884.8851
1841,103287.8785
1842,80153.21146
1843,92661.70068
1844,88861.65143
1845,83240.30745
1846,121678.413
1847,86738.60958
1848,-44793.47722
1849,25285.88128
1850,82158.62321
1851,104468.2887
1852,81126.63827
1853,94254.10684
1854,150230.2506
1855,109933.3076
1856,168278.8656
1857,59420.17468
1858,61476.07565
1859,61476.07565
1860,89981.11289
1861,61467.46625
1862,230479.6366
1863,227414.6911
1864,227443.65
1865,228414.8624
1866,242376.4922
1867,205370.3808
1868,215097.3183
1869,163644.0578
1870,197762.2927
1871,208493.5279
1872,128516.3486
1873,187787.8691
1874,79005.52014
1875,177091.901
1876,135152.1911
1877,172678.4733
1878,175437.0057
1879,80803.60328
1880,80522.41949
1881,185621.3372
1882,194938.9761
1883,157362.8366
1884,163453.5865
1885,203541.3064
1886,215525.8628
1887,170565.3339
1888,210542.0169
1889,124249.4056
1890,54974.50345
1891,89082.2607
1892,46146.37399
1893,84076.08769
1894,117755.0608
1895,86937.59337
1896,67065.64483
1897,79750.48006
1898,95099.13877
1899,103607.4764
1900,112886.8318
1901,92578.88743
1902,94105.92389
1903,160069.5532
1904,83339.96671
1905,154171.2053
1906,103864.5562
1907,139956.7935
1908,86330.27355
1909,97657.03382
1910,97754.08521
1911,124805.0756
1912,192830.4873
1913,92966.00606
1914,37030.78989
1915,199547.605
1916,-28056.58345
1917,201494.3741
1918,101211.4696
1919,119556.5129
1920,127521.1033
1921,263107.9327
1922,242091.1912
1923,127420.0044
1924,193793.8129
1925,160543.6727
1926,254052.3368
1927,81881.85532
1928,113672.6298
1929,69676.78534
1930,79024.74336
1931,77667.25146
1932,81449.90211
1933,87830.71845
1934,135035.1366
1935,124817.6809
1936,135687.1028
1937,139596.7182
1938,120621.6664
1939,196649.4029
1940,187949.1136
1941,137216.1885
1942,135657.2924
1943,190903.2241
1944,223819.5392
1945,252482.9196
1946,153762.2755
1947,233133.0712
1948,187564.7177
1949,183894.9655
1950,165949.7072
1951,203320.4862
1952,189532.8112
1953,140049.004
1954,154601.2292
1955,84728.32968
1956,196826.947
1957,147220.9841
1958,209897.5055
1959,118097.329
1960,51571.64471
1961,79012.69299
1962,87973.00318
1963,88137.36441
1964,85332.07927
1965,127208.9661
1966,151309.3136
1967,212660.8013
1968,256390.1988
1969,254336.5994
1970,259309.6875
1971,281923.9607
1972,240990.0348
1973,194215.6592
1974,203475.2626
1975,294470.5938
1976,212040.419
1977,221581.4263
1978,232596.5428
1979,247308.478
1980,171359.7952
1981,243533.5172
1982,191328.9148
1983,191328.9148
1984,149410.739
1985,173455.5321
1986,172581.1832
1987,155850.275
1988,129842.3477
1989,156784.4416
1990,157364.7551
1991,166768.4514
1992,162592.3279
1993,151295.1099
1994,168096.7317
1995,156724.169
1996,197019.139
1997,244262.2079
1998,227752.6851
1999,168019.2678
2000,208271.6384
2001,174622.4781
2002,187222.692
2003,218036.267
2004,194907.8949
2005,198990.4121
2006,194041.9346
2007,214133.5897
2008,161678.1095
2009,132520.5142
2010,160314.3777
2011,107927.044
2012,160829.9975
2013,128004.432
2014,133271.6579
2015,161596.9148
2016,130903.3328
2017,156840.704
2018,78252.8455
2019,72700.99687
2020,74008.25374
2021,71339.14673
2022,153793.1613
2023,104186.931
2024,135587.7934
2025,250622.9267
2026,159172.1791
2027,117756.9572
2028,137272.8462
2029,122775.5633
2030,226693.4294
2031,206938.2645
2032,211150.5173
2033,223914.6376
2034,145528.9609
2035,159562.9427
2036,183063.4038
2037,183063.4038
2038,235900.6534
2039,183157.7105
2040,243749.5674
2041,219751.0292
2042,160836.5097
2043,147096.3523
2044,151998.1037
2045,183827.7875
2046,128196.9304
2047,84478.14454
2048,81362.57341
2049,133325.1663
2050,143146.0198
2051,38116.38688
2052,90779.93024
2053,85325.35053
2054,23966.07544
2055,115004.0383
2056,62270.01036
2057,79132.95699
2058,146780.404
2059,85692.55523
2060,106549.8699
2061,130239.3942
2062,84059.06269
2063,69682.90166
2064,101607.7749
2065,87862.72352
2066,132508.8353
2067,65896.27431
2068,138208.0724
2069,14236.66853
2070,67586.14268
2071,37248.27535
2072,96158.21439
2073,92701.03937
2074,160935.5813
2075,110813.6065
2076,79207.84851
2077,97932.11231
2078,79100.86054
2079,118526.3023
2080,99932.95656
2081,97307.98426
2082,120715.1345
2083,84645.66397
2084,70446.60938
2085,82356.84691
2086,73061.15396
2087,76945.32984
2088,62805.4409
2089,62487.49582
2090,101091.2163
2091,58655.90881
2092,68078.93258
2093,74942.62594
2094,117933.8798
2095,125277.8978
2096,56427.46455
2097,57101.97133
2098,88463.80603
2099,-23205.61609
2100,18454.39563
2101,94813.75017
2102,112427.9432
2103,52930.38065
2104,102167.0058
2105,62448.12409
2106,-759.0588491
2107,168036.5265
2108,78761.58263
2109,47516.48033
2110,77649.94513
2111,125689.7331
2112,95432.44466
2113,62644.03032
2114,94074.16349
2115,111146.2293
2116,81169.89033
2117,112441.8857
2118,109023.9761
2119,101070.6573
2120,58798.50464
2121,127761.992
2122,39177.50055
2123,36813.23718
2124,151590.7643
2125,104490.6836
2126,121040.8002
2127,130653.6889
2128,92769.91783
2129,99912.96466
2130,106019.8226
2131,137627.0271
2132,99034.41853
2133,111434.5465
2134,110963.8955
2135,64758.95456
2136,20476.4538
2137,81020.59677
2138,86538.96115
2139,114713.2241
2140,79482.60404
2141,88379.78148
2142,82479.51894
2143,86677.11974
2144,100520.1707
2145,77407.80175
2146,114827.0442
2147,103492.6036
2148,84668.96161
2149,87813.28765
2150,183834.2364
2151,110156.5863
2152,103384.3419
2153,99486.62983
2154,66944.99823
2155,99468.48051
2156,141873.0268
2157,188577.7026
2158,160493.6791
2159,152088.5391
2160,150398.5416
2161,211343.3279
2162,265027.8902
2163,254091.5343
2164,204488.9534
2165,137669.2227
2166,85734.3807
2167,170562.8127
2168,136046.1281
2169,155252.6203
2170,163554.9738
2171,82683.427
2172,98464.41713
2173,101537.0451
2174,175227.9159
2175,236821.9993
2176,222137.8976
2177,170536.0444
2178,185770.9317
2179,101632.7312
2180,169399.6661
2181,172460.8141
2182,184948.322
2183,168628.6908
2184,83112.54158
2185,66352.39262
2186,124074.4025
2187,112905.5276
2188,107016.0647
2189,119730.0994
2190,21511.2046
2191,22163.17079
2192,36163.43873
2193,67801.70087
2194,41319.52981
2195,49971.49516
2196,28867.91829
2197,57785.26807
2198,155176.8403
2199,145413.6372
2200,90346.47367
2201,103514.3184
2202,164045.789
2203,103177.8517
2204,95844.24165
2205,74403.75966
2206,107197.4933
2207,157346.4355
2208,159896.1674
2209,161552.4432
2210,86444.54373
2211,98741.17514
2212,91043.19725
2213,62671.2813
2214,71249.10635
2215,58475.2265
2216,102037.341
2217,-52663.17944
2218,17322.53056
2219,24493.77674
2220,46616.51956
2221,199547.605
2222,173734.2492
2223,223061.1123
2224,168680.1247
2225,83473.64785
2226,104861.8202
2227,161349.3452
2228,209224.2114
2229,189462.4166
2230,87374.69318
2231,164907.0343
2232,151196.7385
2233,145904.994
2234,198789.4178
2235,154099.0188
2236,216946.6347
2237,236588.9333
2238,181281.4714
2239,75950.08046
2240,132468.7171
2241,78539.53847
2242,83396.48921
2243,73193.48694
2244,28764.34175
2245,25924.93094
2246,90329.05894
2247,100809.2582
2248,69533.2237
2249,70771.86857
2250,82796.91451
2251,120811.9943
2252,153113.2259
2253,113627.412
2254,114943.2645
2255,134865.0335
2256,150757.0538
2257,151796.9411
2258,161300.1274
2259,133301.5864
2260,130425.3383
2261,183160.1144
2262,172032.8029
2263,222113.4725
2264,321678.3472
2265,131498.6578
2266,229173.2822
2267,224865.5192
2268,271349.9469
2269,141300.3792
2270,155407.2849
2271,177794.2696
2272,157005.3703
2273,136790.6071
2274,139868.5043
2275,156450.2226
2276,163242.5055
2277,140765.1157
2278,82921.75392
2279,74547.27255
2280,56100.86667
2281,138047.8068
2282,146095.9931
2283,90053.11789
2284,95780.3058
2285,144637.3318
2286,76885.60667
2287,246452.2692
2288,216424.0633
2289,244570.7375
2290,262822.6467
2291,204128.6765
2292,292317.0425
2293,277849.498
2294,253691.9006
2295,306633.5892
2296,218752.0058
2297,193657.3299
2298,257556.2035
2299,227604.6994
2300,213090.0885
2301,194980.8985
2302,186049.4935
2303,208750.5376
2304,209560.395
2305,128995.2852
2306,128996.8505
2307,140744.4805
2308,198463.0497
2309,227630.434
2310,190613.5384
2311,165777.4561
2312,141814.5428
2313,129957.1236
2314,141899.1614
2315,127684.7415
2316,133511.8458
2317,143952.6275
2318,127749.6271
2319,152100.7568
2320,162945.1037
2321,198556.9954
2322,160619.4512
2323,153280.6105
2324,141067.5076
2325,185702.4414
2326,141745.302
2327,156956.9828
2328,157912.1964
2329,135212.36
2330,136372.4744
2331,229818.7618
2332,239503.996
2333,213388.3418
2334,174676.5588
2335,195961.7834
2336,209312.3084
2337,169565.5635
2338,210387.0202
2339,201984.0094
2340,279016.5692
2341,212613.5761
2342,201158.9963
2343,173235.0016
2344,170410.6686
2345,208190.0255
2346,193048.3562
2347,167502.065
2348,185211.9648
2349,110171.1152
2350,197090.7685
2351,203836.5465
2352,216065.5924
2353,152494.9622
2354,110315.3318
2355,137733.1105
2356,91980.88242
2357,171289.5135
2358,134849.4219
2359,98771.12619
2360,72472.74033
2361,95671.81415
2362,181016.1879
2363,88385.76319
2364,115907.6099
2365,191303.1141
2366,181214.0236
2367,196123.2608
2368,163955.9628
2369,208613.3288
2370,122775.5633
2371,123124.9053
2372,166346.9304
2373,190998.2964
2374,197911.0737
2375,192399.1874
2376,206088.8271
2377,244831.9575
2378,119599.5255
2379,137744.6375
2380,109963.7667
2381,134821.146
2382,160961.8053
2383,178223.6586
2384,170997.6617
2385,133535.6872
2386,107994.7459
2387,76040.02968
2388,45539.1429
2389,80118.89305
2390,84332.51795
2391,83521.57175
2392,74347.24096
2393,160946.8858
2394,130305.0371
2395,131892.6446
2396,111550.2257
2397,154687.949
2398,80953.1669
2399,4253.584299
2400,-8684.392239
2401,68186.06429
2402,82380.03639
2403,131501.1143
2404,95365.44426
2405,120387.2385
2406,101787.8904
2407,77453.49434
2408,87064.18942
2409,84611.74701
2410,124984.6561
2411,76313.16174
2412,89421.05447
2413,88216.79156
2414,85135.98701
2415,124304.9982
2416,110713.2
2417,105280.9503
2418,75469.70397
2419,59204.89585
2420,75280.64355
2421,57691.05531
2422,81098.85773
2423,64674.29963
2424,89820.48751
2425,132798.3335
2426,84067.80778
2427,72722.82612
2428,137377.5267
2429,75396.2159
2430,102063.7512
2431,81726.66561
2432,79226.18504
2433,84247.9981
2434,97299.78919
2435,93010.95759
2436,37501.98898
2437,71526.98813
2438,72923.99603
2439,78000.77372
2440,102745.4283
2441,76147.13768
2442,72922.65888
2443,76505.31537
2444,72827.00465
2445,33605.37869
2446,90272.57979
2447,179744.084
2448,104114.6802
2449,66816.98756
2450,125067.1302
2451,71874.50983
2452,150516.6338
2453,13065.79048
2454,32775.65228
2455,67433.52842
2456,74978.43507
2457,82975.81171
2458,96004.0951
2459,71946.16802
2460,113299.2339
2461,63614.54422
2462,75299.02574
2463,73593.38608
2464,134474.9118
2465,101915.8236
2466,75256.82144
2467,131073.9623
2468,77222.45616
2469,74979.95855
2470,138698.7029
2471,139614.8397
2472,127501.3859
2473,65775.88062
2474,62259.25364
2475,149934.2759
2476,62240.17131
2477,77579.00635
2478,103986.1972
2479,64182.08093
2480,106005.585
2481,82495.40806
2482,75874.3638
2483,73620.12445
2484,82808.28017
2485,74662.67173
2486,92399.15084
2487,113009.0444
2488,125643.7354
2489,111800.9554
2490,88823.23145
2491,20092.84926
2492,137654.5319
2493,85967.08031
2494,116388.0676
2495,39487.96641
2496,160024.1637
2497,114955.8496
2498,70587.78113
2499,15326.93132
2500,93530.47423
2501,92621.76868
2502,83633.5314
2503,67245.01502
2504,144329.7937
2505,155383.0634
2506,212325.4293
2507,242827.6634
2508,213152.7141
2509,184774.555
2510,199143.4902
2511,163542.823
2512,159356.5941
2513,161004.8537
2514,162483.9162
2515,90502.35904
2516,124502.2295
2517,77965.34839
2518,98313.41318
2519,164865.7352
2520,160699.4663
2521,158182.9942
2522,163185.8569
2523,82331.22438
2524,103100.5053
2525,103135.2755
2526,96850.51893
2527,79595.82896
2528,80668.04532
2529,78730.93089
2530,33985.14552
2531,182777.6555
2532,162887.1323
2533,157695.1398
2534,204285.004
2535,213648.4203
2536,163281.0734
2537,192392.8091
2538,152836.3027
2539,160723.9073
2540,141073.2654
2541,152983.4451
2542,103315.354
2543,76912.61261
2544,62791.77016
2545,87313.57185
2546,117772.8216
2547,107538.9504
2548,73191.78975
2549,100381.5237
2550,434234.2855
2551,89082.2607
2552,75185.79454
2553,22192.12968
2554,96848.98747
2555,91822.17141
2556,43233.18441
2557,53782.86459
2558,102545.0072
2559,88945.16836
2560,106169.1544
2561,107675.2238
2562,86241.3983
2563,90595.91741
2564,156611.1316
2565,58746.96584
2566,66613.90405
2567,89785.28753
2568,156142.217
2569,157719.1779
2570,86368.6245
2571,111030.0621
2572,158844.1011
2573,191001.126
2574,168050.703
2575,98560.20901
2576,85418.29252
2577,127761.992
2578,67327.65261
2579,-36441.35391
2580,87005.82928
2581,60831.42498
2582,70031.28035
2583,199983.6229
2584,130984.4524
2585,127814.201
2586,165971.7181
2587,172957.818
2588,124150.4643
2589,109599.5608
2590,170228.3271
2591,130292.4894
2592,181076.4855
2593,201047.2542
2594,165761.7826
2595,188722.2972
2596,225078.5082
2597,147035.9615
2598,188183.9936
2599,273640.7181
2600,34854.90496
2601,98786.27556
2602,38921.42234
2603,28578.15571
2604,32180.03902
2605,39223.53393
2606,82585.55107
2607,143621.6683
2608,121187.2901
2609,83429.00331
2610,62186.38444
2611,83473.55334
2612,100417.1087
2613,73552.24697
2614,74537.92922
2615,137140.046
2616,106037.0744
2617,128694.8243
2618,172783.3365
2619,190143.8702
2620,130181.0023
2621,132668.398
2622,131708.1764
2623,195798.8769
2624,202191.1993
2625,235049.4403
2626,134115.0031
2627,183340.496
2628,260610.3119
2629,293081.6125
2630,228382.5886
2631,287080.0708
2632,260213.3169
2633,233314.7412
2634,265484.7584
2635,111922.5466
2636,162929.8054
2637,139555.9203
2638,162729.1918
2639,133985.9205
2640,133355.5063
2641,53022.10692
2642,147656.5308
2643,97221.84039
2644,80581.76519
2645,88574.53889
2646,87973.00318
2647,89642.21483
2648,127341.8597
2649,75382.05841
2650,144380.0889
2651,127108.0013
2652,257182.2111
2653,216798.8183
2654,192103.7209
2655,251360.9899
2656,229540.8539
2657,240157.4538
2658,200959.9225
2659,199816.1098
2660,219255.358
2661,247540.6203
2662,247901.1623
2663,216352.4332
2664,225444.2428
2665,238617.725
2666,230018.6098
2667,128367.3982
2668,154473.6536
2669,143517.4616
2670,200487.2065
2671,153562.6228
2672,158303.662
2673,164069.0277
2674,164054.6764
2675,155143.4318
2676,158011.0695
2677,137226.3145
2678,191698.6126
2679,198626.6139
2680,203146.8102
2681,243713.8314
2682,210751.0474
2683,274878.3397
2684,208854.2443
2685,210533.7695
2686,196299.1984
2687,227855.9098
2688,201442.7326
2689,190663.7682
2690,283727.2056
2691,131881.0014
2692,112166.9061
2693,171669.4978
2694,115908.4201
2695,158646.9803
2696,154262.9759
2697,135319.7799
2698,131981.0797
2699,142868.6811
2700,135675.1738
2701,123757.7348
2702,85146.15731
2703,88679.02142
2704,80327.58279
2705,78415.64138
2706,73690.30867
2707,82280.74515
2708,92665.76657
2709,67811.71426
2710,75147.92868
2711,188087.6239
2712,211220.4709
2713,148171.2812
2714,142968.0015
2715,123814.4398
2716,141675.4078
2717,139517.6454
2718,201046.5753
2719,112067.9505
2720,168354.5685
2721,88041.31103
2722,91018.80611
2723,110581.5585
2724,71703.76146
2725,81431.41669
2726,84883.85386
2727,129020.3833
2728,122372.3467
2729,84420.73939
2730,90075.57624
2731,96854.35302
2732,76913.04896
2733,95989.93791
2734,97910.62559
2735,81505.68743
2736,77138.16929
2737,76961.92098
2738,125915.4957
2739,123926.331
2740,112137.4489
2741,95184.95995
2742,126270.0551
2743,81898.2427
2744,110349.0798
2745,105795.7825
2746,82085.35017
2747,90740.81505
2748,56746.88246
2749,80613.66269
2750,94366.4514
2751,79231.28362
2752,160231.1954
2753,89506.44642
2754,176055.2766
2755,111225.1798
2756,17090.10909
2757,24298.40157
2758,29604.35061
2759,113677.0441
2760,74049.17763
2761,108744.6568
2762,120013.8525
2763,142327.7025
2764,116519.0626
2765,196080.5545
2766,61715.55864
2767,11252.78593
2768,111017.027
2769,83206.59358
2770,137498.6207
2771,71840.05713
2772,71504.3625
2773,92153.38445
2774,87705.6164
2775,56220.1849
2776,102979.7456
2777,123521.4007
2778,106491.366
2779,73615.31468
2780,104805.688
2781,69975.28114
2782,34841.74493
2783,15895.33515
2784,81607.0648
2785,85614.12743
2786,6287.58134
2787,105559.2648
2788,16818.67367
2789,161056.8476
2790,71991.56826
2791,84542.08667
2792,18135.59516
2793,100620.5106
2794,14328.5911
2795,66262.89979
2796,73589.03258
2797,171004.5166
2798,62038.54438
2799,53645.69456
2800,56576.30671
2801,102474.5917
2802,73741.82
2803,166754.5062
2804,55483.33202
2805,38480.3296
2806,69095.63351
2807,147615.6707
2808,89909.64718
2809,102091.0272
2810,81155.31334
2811,102688.4031
2812,108236.3116
2813,141720.2072
2814,139887.9571
2815,80398.76092
2816,180227.5131
2817,88714.63128
2818,78305.26831
2819,128816.7538
2820,68548.03643
2821,68856.02507
2822,130748.146
2823,197113.1476
2824,135707.9189
2825,48187.25901
2826,82264.70659
2827,114660.2694
2828,135411.4708
2829,155673.6121
2830,184461.1066
2831,161271.2861
2832,165130.3089
2833,221085.1075
2834,163285.1387
2835,178837.724
2836,155580.9964
2837,146247.6446
2838,102391.6252
2839,132196.4465
2840,170832.4052
2841,157851.6606
2842,165434.8838
2843,100816.2838
2844,136098.9159
2845,71996.59163
2846,157730.7689
2847,132216.7541
2848,187866.1845
2849,158616.6154
2850,201163.8994
2851,176310.727
2852,174559.6705
2853,162897.1826
2854,101639.7753
2855,169539.2296
2856,157668.5221
2857,154864.0684
2858,167363.3588
2859,64010.33147
2860,113148.8771
2861,91388.06298
2862,154372.0374
2863,93623.50468
2864,171491.9644
2865,89082.2607
2866,147925.6685
2867,36558.4433
2868,120880.4562
2869,66298.50687
2870,80721.55836
2871,40373.66916
2872,-18980.85432
2873,39709.30273
2874,99820.48052
2875,93764.33449
2876,113719.3528
2877,91572.48453
2878,133037.2262
2879,96629.21341
2880,69617.1497
2881,116978.9273
2882,87267.05857
2883,154412.8457
2884,141598.5838
2885,113019.2596
2886,107878.6128
2887,76516.69786
2888,104163.991
2889,23428.47942
2890,37291.99435
2891,120480.3886
2892,-16450.17762
2893,75789.12273
2894,-10875.81901
2895,200124.504
2896,199467.336
2897,164730.115
2898,154387.3886
2899,199501.6079
2900,135194.3709
2901,168540.6976
2902,142915.4546
2903,219178.6616
2904,247661.7958
2905,-36623.4249
2906,177553.1246
2907,54331.36518
2908,74322.69429
2909,137636.9891
2910,25768.82152
2911,38905.76889
2912,86374.99061
2913,38944.11985
2914,32204.30187
2915,32525.1976
2916,39226.66462
2917,103056.6672
2918,69706.56437
2919,170984.2913
